Iter	fval		||grad||	alpha
0	8213803.62859976	104871.68329154	0.00000000
1	2618302.83779338	64566.48596803	0.00195312
2	1893225.95993775	53065.78685690	0.00195312
3	1818989.43201520	53363.17117380	0.00390625
4	1772944.09636548	52282.21397534	0.00390625
5	1741457.72285671	51761.21098392	0.00390625
6	1735687.78034146	51365.24601494	0.00781250
7	1711309.66097923	49988.38996395	0.00781250
8	1661894.17860918	47889.75352491	0.00781250
9	1562059.40018927	43994.21217287	0.00781250
10	1468366.96637297	37931.31917428	0.00781250
11	1387645.10772129	30312.23443825	0.00781250
12	1302961.44105377	23241.22227082	0.00781250
13	1274974.73111255	21805.57435858	0.00781250
14	1077537.57734663	17980.71747537	0.00390625
15	919247.14803350	20443.51842061	0.00390625
16	802490.93288416	22975.28643798	0.00390625
17	730072.51937552	24730.64861118	0.00390625
18	681325.25328945	25591.26116871	0.00390625
19	641055.63464874	26107.21390018	0.00390625
20	612292.49350508	26473.97970291	0.00390625
21	588860.91786363	26506.25972200	0.00390625
22	568248.76246595	26437.16854116	0.00390625
23	563404.28987212	26700.74962888	0.00781250
24	558383.01840887	26009.65137011	0.00781250
25	548316.40809474	24938.10427269	0.00781250
26	535467.30495870	23544.58490906	0.00781250
27	534269.66274616	21705.49620848	0.00781250
28	518068.67114004	19322.34832992	0.00781250
29	497782.69228155	16831.56957160	0.00781250
30	489197.24072373	14140.52422720	0.00781250
31	439184.28823033	10573.12345293	0.00390625
32	392135.28199050	9045.00482910	0.00390625
33	388600.63961694	11411.94334550	0.00781250
34	387917.25362968	11469.09462810	0.00781250
35	346908.79666722	9852.65252724	0.00390625
36	306951.98515772	10408.72136531	0.00390625
37	271963.94905121	11086.40976658	0.00390625
38	244526.51688228	11723.46454055	0.00390625
39	224233.25596648	12116.96853316	0.00390625
40	207765.36036859	12385.11909403	0.00390625
41	194161.40740588	12587.90416686	0.00390625
42	182893.68366918	12676.46402396	0.00390625
43	173405.25739331	12674.39504968	0.00390625
44	173387.60744389	13225.36144172	0.00781250
45	172936.17571810	13020.45151246	0.00781250
46	171556.14976307	12676.58200751	0.00781250
47	170375.16467185	12189.93463388	0.00781250
48	169084.49846379	11513.11841764	0.00781250
49	160578.80562968	10782.48903855	0.00390625
50	158020.49335552	10671.23513903	0.00781250
51	154529.11634342	9755.91147632	0.00781250
52	149398.22880513	8797.75629791	0.00781250
53	143536.05677583	7723.12565801	0.00781250
54	139952.94095941	6648.78360262	0.00781250
55	125195.15016239	4737.70486454	0.00390625
56	112813.43048371	4260.83068892	0.00390625
57	112052.25905482	6108.31120196	0.00781250
58	111823.54147757	6383.85139675	0.00781250
59	110356.08309828	6828.17290650	0.00781250
60	99909.60718095	6378.51407074	0.00390625
61	91035.88762305	6683.98356302	0.00390625
62	84517.99416918	6910.32502094	0.00390625
63	78629.58743167	7040.71182456	0.00390625
64	74014.67642697	7140.67993367	0.00390625
65	70311.14092175	7181.01576081	0.00390625
66	66842.34074961	7174.57010737	0.00390625
67	66311.14112634	7563.11787053	0.00781250
68	65132.56791743	7426.36463019	0.00781250
69	61252.18314570	7065.24195943	0.00390625
70	61244.90711457	7262.96754524	0.00781250
71	60400.01417462	6895.69745477	0.00781250
72	59789.35171262	6539.58024476	0.00781250
73	58479.87578872	5990.59478771	0.00781250
74	57956.02569585	5568.80117081	0.00781250
75	56638.14129289	4923.32467423	0.00781250
76	51970.82912158	4075.03286924	0.00390625
77	51673.91089938	4427.13572035	0.00781250
78	47493.70232234	3658.56899434	0.00390625
79	43624.59904978	3407.32417744	0.00390625
80	43534.95790187	4002.16018771	0.00781250
81	42449.31946103	3802.48023330	0.00781250
82	38689.49579652	3266.44684559	0.00390625
83	35312.16702469	3232.81463803	0.00390625
