Iter	fval		||grad||	alpha		delta
0	102496.46493610	193.30349555	0.00000000
1	97565.07905742	184.63443649	1.00000000	3.27680000
2	87985.31149244	174.35892627	1.01686777	2.31018182
3	70004.06856951	154.13824730	6.52328042	14.68754092
4	38842.56496687	115.00759706	23.63177319	14.66164750
5	8457.85271143	46.75971585	48.34085593	12.92075644
6	6899.24695375	39.82872320	0.00028799	7.76875863
7	4351.23858560	30.00124330	25.90465293	13.84604954
8	1026.16366481	12.82433302	62.02441953	7.90404782
9	975.02764889	16.42254351	68.27213199	4.29636175
10	872.02523857	14.95678983	2.23889520	3.49248522
11	680.16679292	12.48480151	4.86652171	3.80050340
12	341.88816784	11.59807143	4.83445999	5.17348434
13	137.11266487	4.85119367	59.04257805	12.50080934
14	130.91952678	9.21914941	54.76851582	6.66396760
15	122.27002857	5.27207654	0.98679675	7.12208119
16	102.80073063	5.04359832	8.41712765	12.48113811
17	64.29841326	7.52460820	18.12055098	9.83130709
18	22.21417615	4.02792206	16.08051318	12.84590879
19	14.96461275	1.55642704	5.67048726	3.86879714
20	14.15185684	0.82700946	2.31926292	1.86037837
21	11.59173110	1.69296614	25.58180207	14.22598441
22	9.24873222	3.40656543	11.50044862	7.81117857
23	8.03292457	2.67656717	4.32694050	8.68644883
24	7.15247584	3.43548493	2.18816072	8.12251891
25	6.51170056	2.17490384	2.02934075	14.98077524
26	6.31005457	2.79417195	2.99514555	13.73819117
27	5.96346311	2.06488393	0.47451782	13.49322276
28	5.64949414	1.58963119	1.69439123	14.07525007
29	5.36184996	1.81464825	2.76200181	13.64927368
30	5.07805198	1.42412602	1.54598876	13.03293888
31	4.77676510	1.64293272	3.10915626	12.81691678
32	4.51191647	1.43470355	1.79802632	11.62673769
33	4.22370368	1.35756389	2.53064294	11.59211311
34	3.95666389	1.44656400	2.26104329	9.50971612
35	3.62148399	1.07161561	2.40821530	10.06922806
36	3.08089811	1.36623186	2.74964461	5.22070379
37	2.89521018	2.22463003	3.36178238	6.13568775
38	2.54979439	1.82116882	0.00537610	0.00000000
39	2.29272085	1.31104993	0.01956144	0.00000000
40	2.05977514	1.28069322	1.02862993	3.68030726
41	2.00405980	0.81250413	0.00278602	0.20480000
42	1.89427803	0.78869334	0.01629453	0.00000000
43	1.68312724	0.76090866	0.02993862	0.00000000
44	1.29917924	0.62913612	0.35499645	0.48588110
45	1.11966332	1.23012513	0.70051028	0.81920000
46	0.92011300	0.70084813	0.07991001	0.81920000
47	0.84113133	1.05154790	0.41837766	1.45303430
48	0.75981546	0.53454858	0.01493403	0.00000000
49	0.62905481	0.58860539	0.29902506	0.55500686
50	0.62454091	0.45362174	0.00035689	0.10240000
51	0.61562550	0.45395300	0.00306932	0.00000000
52	0.59838385	0.46432693	0.01024488	0.08627139
53	0.56468763	0.47459960	0.05205279	0.32838671
54	0.49666945	0.44877965	0.17473303	0.58209942
55	0.47738041	0.61720191	0.06964261	0.70852557
56	0.44544214	0.44547360	0.56025137	6.54235806
57	0.40243127	0.35259414	1.69010089	5.74694912
58	0.33567859	0.37491306	2.79844616	4.35597870
59	0.25502884	0.27754857	3.69329779	3.65809951
60	0.23612812	1.28612674	0.14890120	0.09186866
61	0.20116197	1.09194507	0.00228182	0.00000000
62	0.14591797	0.63371342	0.00587633	0.00000000
63	0.11887339	0.21812214	0.01397097	0.00000000
64	0.08846528	0.18807665	0.00058281	0.05399090
65	0.03811659	0.12335248	0.17213054	0.00000000
66	0.00402023	0.04003066	0.66223068	0.00000000
67	0.00002292	0.00280267	0.53200813	0.00000000
68	0.00000597	0.00152803	0.79515396	0.00000000
69	0.00000118	0.00068445	0.72564882	0.00000000
70	0.00000001	0.00003520	0.51159533	0.00000000
71	0.00000000	0.00003459	1.48326989	0.00000000
72	0.00000000	0.00001444	0.33430520	0.00000000
73	0.00000000	0.00000484	0.66987582	0.00000000
74	0.00000000	0.00000188	0.73786187	0.00000000
75	0.00000000	0.00000190	1.06902998	0.00000000
76	0.00000000	0.00000152	0.09856626	0.00000000
77	0.00000000	0.00000068	0.27562171	0.00000000
78	0.00000000	0.00000067	0.98962410	0.00000000
79	0.00000000	0.00000064	0.02490276	0.00000000
80	0.00000000	0.00000057	0.05378985	0.00000000
81	0.00000000	0.00000042	0.12781419	0.00000000
82	0.00000000	0.00000008	0.40238187	0.00000000
83	0.00000000	0.00000005	0.78858605	0.00000000
84	0.00000000	0.00000000	0.50047094	0.00000000
