Iter	fval		||grad||	alpha		delta
0	1.00191961	1.41692866	0.00000000
1	0.00087583	0.04185279	1.00000000	0.00000000
2	0.00001182	0.00486253	1.11618205	0.00000000
3	0.00000024	0.00069016	1.14193352	0.00000000
4	0.00000006	0.00035888	1.51999387	0.00000000
5	0.00000001	0.00012530	1.34915605	0.00000000
6	0.00000001	0.00010033	1.80069401	0.00000000
7	0.00000000	0.00004417	0.55979253	0.00000000
8	0.00000000	0.00000177	1.04010543	0.00000000
9	0.00000000	0.00000038	1.21234056	0.00000000
10	0.00000000	0.00000012	1.32366236	0.00000000
11	0.00000000	0.00000001	1.06823400	0.00000000
12	0.00000000	0.00000001	1.67017367	0.00000000
13	0.00000000	0.00000000	1.22651321	0.00000000
14	0.00000000	0.00000000	1.15562811	0.00000000
15	0.00000000	0.00000000	1.25900023	0.00000000
