Iter	fval		||grad||	alpha		delta
0	9.49890510	12.00529244	0.00000000
1	8.06829136	11.26555326	0.06250000	0.00000000
2	1.42873613	3.33794900	1.00000000	0.00000000
3	0.11726022	0.98903243	1.00000000	0.00000000
4	-0.14180309	0.29305288	1.00000000	0.00000000
5	-0.19297614	0.08683571	1.00000000	0.00000000
6	-0.20308455	0.02573280	1.00000000	0.00000000
7	-0.20508129	0.00762736	1.00000000	0.00000000
8	-0.20547572	0.00226205	1.00000000	0.00000000
9	-0.20555363	0.00067180	1.00000000	0.00000000
10	-0.20556902	0.00020021	1.00000000	0.00000000
11	-0.20557206	0.00006018	1.00000000	0.00000000
12	-0.20557266	0.00001845	1.00000000	0.00000000
13	-0.20557278	0.00000591	1.00000000	0.00000000
14	-0.20557280	0.00000204	1.00000000	0.00000000
15	-0.20557281	0.00000078	1.00000000	0.00000000
16	-0.20557281	0.00000033	1.00000000	0.00000000
17	-0.20557281	0.00000015	1.00000000	0.00000000
18	-0.20557281	0.00000007	1.00000000	0.00000000
19	-0.20557281	0.00000003	1.00000000	0.00000000
